#   Source : patch outlet1
#   Faces  : 832
#   Area   : 3.750000e+000
#        Time	sum(rhoPhi)
2.058750e+000	2.415832e+003
2.063906e+000	2.420094e+003
2.069063e+000	2.432901e+003
2.074219e+000	2.447175e+003
2.079375e+000	2.468728e+003
2.084531e+000	2.497197e+003
2.089688e+000	2.533963e+003
2.094844e+000	2.578983e+003
2.100000e+000	2.631654e+003
2.105556e+000	2.691494e+003
2.111111e+000	2.749271e+003
2.116667e+000	2.801564e+003
2.122222e+000	2.852234e+003
2.127778e+000	2.906707e+003
2.133333e+000	2.965548e+003
2.138889e+000	3.032768e+003
2.144444e+000	3.106387e+003
2.150000e+000	3.184200e+003
2.155556e+000	3.269807e+003
2.161111e+000	3.364914e+003
2.165972e+000	3.448201e+003
2.170226e+000	3.524841e+003
2.174479e+000	3.608522e+003
2.178733e+000	3.691925e+003
2.182986e+000	3.775153e+003
2.187240e+000	3.859360e+003
2.191493e+000	3.941663e+003
2.195747e+000	4.016691e+003
2.200000e+000	4.091588e+003
2.204545e+000	4.170595e+003
2.209596e+000	4.260899e+003
2.214646e+000	4.352994e+003
2.219697e+000	4.447760e+003
2.224747e+000	4.548355e+003
2.229798e+000	4.652841e+003
2.234848e+000	4.756266e+003
2.239899e+000	4.859411e+003
2.244949e+000	4.962054e+003
2.247475e+000	5.003266e+003
2.250000e+000	5.051985e+003
2.252941e+000	5.113174e+003
2.256303e+000	5.186547e+003
2.259944e+000	5.266890e+003
2.263950e+000	5.355689e+003
2.268456e+000	5.461113e+003
2.272962e+000	5.566497e+003
2.277468e+000	5.677734e+003
2.281975e+000	5.788234e+003
2.286481e+000	5.895784e+003
2.290987e+000	6.002437e+003
2.295494e+000	6.101671e+003
2.300000e+000	6.192656e+003
2.305000e+000	6.282104e+003
2.310000e+000	6.355144e+003
2.315000e+000	6.414144e+003
2.320000e+000	6.463389e+003
2.325000e+000	6.504397e+003
2.330000e+000	6.539870e+003
2.335000e+000	6.570865e+003
2.340000e+000	6.597167e+003
2.345000e+000	6.618573e+003
2.350000e+000	6.637570e+003
2.355556e+000	6.652798e+003
2.361905e+000	6.667914e+003
2.368254e+000	6.681718e+003
2.374603e+000	6.696171e+003
2.380952e+000	6.714676e+003
2.387302e+000	6.733797e+003
2.393651e+000	6.750211e+003
2.400000e+000	6.764828e+003
2.407143e+000	6.781041e+003
2.414286e+000	6.797460e+003
2.421429e+000	6.816123e+003
2.428571e+000	6.833223e+003
2.435714e+000	6.851358e+003
2.442857e+000	6.868360e+003
2.450000e+000	6.881813e+003
2.457143e+000	6.893689e+003
2.464286e+000	6.907117e+003
2.471429e+000	6.920904e+003
2.478571e+000	6.934690e+003
2.485714e+000	6.950767e+003
2.492857e+000	6.967271e+003
2.500000e+000	6.984904e+003
2.507143e+000	7.000286e+003
2.514286e+000	7.012490e+003
2.521429e+000	7.025049e+003
2.528571e+000	7.040157e+003
2.535714e+000	7.055468e+003
2.542857e+000	7.071678e+003
2.550000e+000	7.087873e+003
2.557143e+000	7.102620e+003
2.564286e+000	7.116144e+003
2.571429e+000	7.127495e+003
2.578571e+000	7.138131e+003
2.585714e+000	7.148408e+003
2.592857e+000	7.157110e+003
2.600000e+000	7.165809e+003
2.607143e+000	7.174849e+003
2.614286e+000	7.182755e+003
2.621429e+000	7.190667e+003
2.628571e+000	7.198179e+003
2.635714e+000	7.206574e+003
2.642857e+000	7.216338e+003
2.650000e+000	7.227694e+003
2.657143e+000	7.242428e+003
2.664286e+000	7.257384e+003
2.671429e+000	7.274593e+003
2.678571e+000	7.293881e+003
2.685714e+000	7.315969e+003
2.692857e+000	7.339860e+003
2.700000e+000	7.367171e+003
2.707143e+000	7.396408e+003
2.714286e+000	7.425985e+003
2.721429e+000	7.454218e+003
2.728571e+000	7.481799e+003
2.735714e+000	7.508155e+003
2.742857e+000	7.532504e+003
2.750000e+000	7.555018e+003
2.757143e+000	7.575833e+003
2.764286e+000	7.595893e+003
2.771429e+000	7.614688e+003
2.778571e+000	7.632348e+003
2.785714e+000	7.647968e+003
2.792857e+000	7.664438e+003
2.800000e+000	7.680994e+003
2.807143e+000	7.697184e+003
2.814286e+000	7.713764e+003
2.821429e+000	7.730657e+003
2.828571e+000	7.748148e+003
2.835714e+000	7.766011e+003
2.842857e+000	7.783735e+003
2.850000e+000	7.801319e+003
2.857143e+000	7.819217e+003
2.864286e+000	7.838810e+003
2.871429e+000	7.860226e+003
2.878571e+000	7.883527e+003
2.885714e+000	7.908119e+003
2.892857e+000	7.934973e+003
2.900000e+000	7.963142e+003
2.907143e+000	7.992722e+003
2.914286e+000	8.023879e+003
2.921429e+000	8.055957e+003
2.928571e+000	8.087967e+003
2.935714e+000	8.117918e+003
2.942857e+000	8.146635e+003
2.950000e+000	8.174386e+003
2.957143e+000	8.201567e+003
2.964286e+000	8.227403e+003
2.971429e+000	8.250913e+003
2.978571e+000	8.272630e+003
2.985714e+000	8.292740e+003
2.992857e+000	8.312850e+003
3.000000e+000	8.333468e+003
3.008333e+000	8.354939e+003
3.016667e+000	8.379676e+003
3.025000e+000	8.404909e+003
3.033333e+000	8.428571e+003
3.041667e+000	8.450794e+003
3.050000e+000	8.472251e+003
3.058333e+000	8.492209e+003
3.066667e+000	8.510160e+003
3.075000e+000	8.527408e+003
3.083333e+000	8.542907e+003
3.091667e+000	8.555750e+003
3.100000e+000	8.565215e+003
3.108333e+000	8.571539e+003
3.116667e+000	8.575783e+003
3.125000e+000	8.579290e+003
3.133333e+000	8.581868e+003
3.141667e+000	8.583877e+003
3.150000e+000	8.584133e+003
3.158333e+000	8.583747e+003
3.166667e+000	8.582586e+003
3.175000e+000	8.580904e+003
3.183333e+000	8.578335e+003
3.191667e+000	8.575809e+003
3.200000e+000	8.572852e+003
3.208333e+000	8.569759e+003
3.216667e+000	8.567424e+003
3.225000e+000	8.566150e+003
3.233333e+000	8.565344e+003
3.241667e+000	8.565314e+003
3.250000e+000	8.565173e+003
3.258333e+000	8.565194e+003
3.266667e+000	8.566886e+003
3.275000e+000	8.569311e+003
3.283333e+000	8.571855e+003
3.291667e+000	8.574922e+003
3.300000e+000	8.578545e+003
3.308333e+000	8.581879e+003
3.316667e+000	8.585920e+003
3.325000e+000	8.590082e+003
3.333333e+000	8.593980e+003
3.341667e+000	8.598168e+003
3.350000e+000	8.602859e+003
3.358333e+000	8.608012e+003
3.366667e+000	8.613167e+003
3.375000e+000	8.618926e+003
3.383333e+000	8.625988e+003
3.391667e+000	8.634389e+003
3.400000e+000	8.644267e+003
3.408333e+000	8.655187e+003
3.416667e+000	8.667117e+003
3.425000e+000	8.680259e+003
3.433333e+000	8.694557e+003
3.441667e+000	8.709327e+003
3.450000e+000	8.724504e+003
3.458333e+000	8.739570e+003
3.466667e+000	8.754082e+003
3.475000e+000	8.767990e+003
3.483333e+000	8.781211e+003
3.491667e+000	8.793983e+003
3.500000e+000	8.806081e+003
3.508333e+000	8.817586e+003
3.516667e+000	8.828332e+003
3.525000e+000	8.838331e+003
3.533333e+000	8.847459e+003
3.541667e+000	8.855692e+003
3.550000e+000	8.863175e+003
3.558333e+000	8.870172e+003
3.566667e+000	8.876982e+003
3.575000e+000	8.883595e+003
3.583333e+000	8.890136e+003
3.591667e+000	8.896592e+003
3.600000e+000	8.903116e+003
3.608333e+000	8.909544e+003
3.616667e+000	8.916284e+003
3.625000e+000	8.922922e+003
3.633333e+000	8.929556e+003
3.641667e+000	8.936280e+003
3.650000e+000	8.943010e+003
3.658333e+000	8.949761e+003
3.666667e+000	8.956334e+003
3.675000e+000	8.962823e+003
3.683333e+000	8.968925e+003
3.691667e+000	8.974723e+003
3.700000e+000	8.980015e+003
3.708333e+000	8.984669e+003
3.716667e+000	8.988708e+003
3.725000e+000	8.992257e+003
3.733333e+000	8.995244e+003
3.741667e+000	8.997638e+003
3.750000e+000	8.999528e+003
3.758333e+000	9.001224e+003
3.766667e+000	9.002858e+003
3.775000e+000	9.004447e+003
3.783333e+000	9.006102e+003
3.791667e+000	9.007851e+003
3.800000e+000	9.009691e+003
3.808333e+000	9.011552e+003
3.816667e+000	9.013415e+003
3.825000e+000	9.015197e+003
3.833333e+000	9.016829e+003
3.841667e+000	9.018254e+003
3.850000e+000	9.019392e+003
3.858333e+000	9.020247e+003
3.866667e+000	9.020837e+003
3.875000e+000	9.021102e+003
3.883333e+000	9.020945e+003
3.891667e+000	9.020267e+003
3.900000e+000	9.019013e+003
3.908333e+000	9.017164e+003
3.916667e+000	9.014899e+003
3.925000e+000	9.012377e+003
3.933333e+000	9.009820e+003
3.941667e+000	9.007380e+003
3.950000e+000	9.005205e+003
3.958333e+000	9.003338e+003
3.966667e+000	9.001937e+003
3.975000e+000	9.000934e+003
3.983333e+000	9.000354e+003
3.991667e+000	9.000111e+003
4.000000e+000	8.999923e+003
4.008333e+000	8.999668e+003
4.016667e+000	8.999431e+003
4.025000e+000	8.999052e+003
